r,BATTERY|PVB,COAL|BIO,COMBINED_CYCLE,COMBUSTION_TURBINE|CONSUME|LFILL|OGS,NUCLEAR,TES|CSP
p48011,0.0019,-0.0164,-0.0195,-0.019,0,0
p48013,-0.0004,-0.0603,-0.0456,-0.0399,0,0
p48015,-0.0082,-0.0931,-0.0656,-0.0563,0,0
p48017,0.0061,0.0002,-0.01,-0.0099,0,0
p48019,0.0011,-0.0514,-0.0404,-0.0356,0,0
p48021,-0.0038,-0.0748,-0.0545,-0.0472,0,0
p48023,-0.0012,-0.032,-0.0292,-0.0279,0,0
p48025,-0.0018,-0.0672,-0.0498,-0.0434,0,0
p48027,-0.0014,-0.0625,-0.0472,-0.0412,0,0
p48029,-0.0006,-0.06,-0.0457,-0.0399,0,0
p48031,-0.0005,-0.0586,-0.0448,-0.0392,0,0
p48033,0.0035,-0.0188,-0.0211,-0.0197,0,0
p48035,0.0007,-0.0491,-0.039,-0.0349,0,0
p48037,0.0143,-0.0268,-0.0255,-0.0208,0,0
p48039,-0.0088,-0.0958,-0.0674,-0.058,0,0
p48041,-0.0059,-0.0838,-0.0601,-0.052,0,0
p48043,0.005,-0.0173,-0.0212,-0.0187,0,0
p48045,0.0019,-0.0181,-0.0205,-0.0199,0,0
p48047,0.0011,-0.0552,-0.0426,-0.0374,0,0
p48049,0.002,-0.0413,-0.0344,-0.0312,0,0
p48051,-0.0058,-0.0826,-0.0594,-0.0513,0,0
p48053,-0.0004,-0.0574,-0.0439,-0.0387,0,0
p48055,-0.0032,-0.0716,-0.0527,-0.0458,0,0
p48057,-0.0046,-0.081,-0.0584,-0.0506,0,0
p48059,0.002,-0.0344,-0.0304,-0.0279,0,0
p48061,0.001,-0.0594,-0.0456,-0.0398,0,0
p48063,0.0093,-0.0327,-0.029,-0.0247,0,0
p48065,0.0023,-0.0108,-0.0163,-0.0166,0,0
p48067,0.0126,-0.0302,-0.0274,-0.0228,0,0
p48069,0.0045,-0.007,-0.0141,-0.0139,0,0
p48071,-0.0082,-0.0941,-0.0666,-0.0573,0,0
p48073,0.0012,-0.0587,-0.0448,-0.0391,0,0
p48075,-0.0009,-0.0261,-0.0257,-0.0249,0,0
p48077,-0.0021,-0.0357,-0.0313,-0.0303,0,0
p48079,0.006,-0.0004,-0.0103,-0.0102,0,0
p48081,0.004,-0.0286,-0.027,-0.0248,0,0
p48083,0.0022,-0.0378,-0.0323,-0.0293,0,0
p48085,0.0036,-0.0347,-0.0299,-0.0273,0,0
p48087,-0.0011,-0.0254,-0.0252,-0.0246,0,0
p48089,-0.0072,-0.0894,-0.0636,-0.0548,0,0
p48091,-0.0013,-0.0627,-0.0471,-0.0412,0,0
p48093,0.0013,-0.0429,-0.0353,-0.0319,0,0
p48095,0.003,-0.0363,-0.0316,-0.0285,0,0
p48097,0.0008,-0.0336,-0.0298,-0.028,0,0
p48099,-0.0001,-0.0546,-0.0423,-0.0374,0,0
p48101,0,-0.0258,-0.0252,-0.0244,0,0
p48103,0.0042,-0.0163,-0.0205,-0.0184,0,0
p48105,0.0038,-0.0277,-0.0274,-0.0244,0,0
p48107,0.003,-0.018,-0.0206,-0.0196,0,0
p48109,0.0102,0.0106,-0.0036,-0.0032,0,0
p48111,0.0025,-0.0014,-0.0102,-0.0109,0,0
p48113,0.0032,-0.0381,-0.0319,-0.0288,0,0
p48115,0.0044,-0.0147,-0.0193,-0.0177,0,0
p48117,0.0052,-0.0011,-0.0108,-0.0109,0,0
p48119,0.007,-0.0312,-0.0278,-0.0246,0,0
p48121,0.0017,-0.0358,-0.0308,-0.0287,0,0
p48123,-0.0039,-0.0755,-0.0549,-0.0476,0,0
p48125,0.0015,-0.0223,-0.023,-0.022,0,0
p48127,0.002,-0.0484,-0.039,-0.0345,0,0
p48129,0.0004,-0.0209,-0.0221,-0.0217,0,0
p48131,0.0008,-0.0564,-0.0432,-0.0379,0,0
p48133,0.0016,-0.0386,-0.0328,-0.0301,0,0
p48135,0.0044,-0.0156,-0.0202,-0.0181,0,0
p48137,0.003,-0.0412,-0.0346,-0.0308,0,0
p48139,0.0026,-0.0438,-0.0354,-0.0314,0,0
p48141,0.0133,0.0227,0.0036,0.0035,0,0
p48143,0.001,-0.0425,-0.035,-0.0319,0,0
p48145,-0.0016,-0.0645,-0.0483,-0.0423,0,0
p48147,0.0045,-0.0316,-0.0282,-0.0257,0,0
p48149,-0.0057,-0.0824,-0.0593,-0.0511,0,0
p48151,0.0021,-0.0269,-0.0259,-0.0242,0,0
p48153,0.0026,-0.0179,-0.0204,-0.0196,0,0
p48155,-0.0009,-0.0291,-0.0276,-0.0266,0,0
p48157,-0.0094,-0.0976,-0.0686,-0.0587,0,0
p48159,0.0087,-0.0319,-0.0281,-0.0244,0,0
p48161,0.0003,-0.0591,-0.0449,-0.0391,0,0
p48163,0.0008,-0.0541,-0.0418,-0.0368,0,0
p48165,0.0055,-0.0113,-0.0178,-0.0161,0,0
p48167,-0.0087,-0.0957,-0.0674,-0.0579,0,0
p48169,0.0033,-0.0191,-0.0212,-0.0201,0,0
p48171,0.0008,-0.0519,-0.0407,-0.0359,0,0
p48173,0.0034,-0.0193,-0.0216,-0.0197,0,0
p48175,-0.0031,-0.0723,-0.0529,-0.046,0,0
p48177,-0.0036,-0.0742,-0.0542,-0.0472,0,0
p48179,0.0005,-0.0154,-0.0191,-0.0191,0,0
p48181,0.0021,-0.0334,-0.0293,-0.0274,0,0
p48183,0.006,-0.0452,-0.0365,-0.0318,0,0
p48185,-0.007,-0.0883,-0.0629,-0.0543,0,0
p48187,-0.0021,-0.0674,-0.0501,-0.0435,0,0
p48189,0.0041,-0.0134,-0.0179,-0.0171,0,0
p48191,0.0003,-0.022,-0.0229,-0.0224,0,0
p48193,0.0009,-0.0485,-0.0386,-0.0346,0,0
p48195,0.0015,-0.0099,-0.0156,-0.0159,0,0
p48197,-0.0015,-0.0297,-0.0278,-0.0271,0,0
p48199,-0.0052,-0.0852,-0.061,-0.0526,0,0
p48201,-0.0098,-0.0991,-0.0694,-0.0596,0,0
p48203,0.0077,-0.0429,-0.0353,-0.0306,0,0
p48205,0.0043,0.0005,-0.0095,-0.01,0,0
p48207,0.0004,-0.0297,-0.0277,-0.0264,0,0
p48209,-0.0017,-0.0648,-0.0485,-0.0423,0,0
p48211,-0.0007,-0.0188,-0.0211,-0.0213,0,0
p48213,0.0038,-0.0468,-0.0371,-0.0325,0,0
p48215,0.0013,-0.057,-0.0441,-0.0386,0,0
p48217,0.0008,-0.0506,-0.0398,-0.0354,0,0
p48219,0.0044,-0.0068,-0.0143,-0.0137,0,0
p48221,0.001,-0.0425,-0.035,-0.032,0,0
p48223,0.0071,-0.0331,-0.029,-0.0255,0,0
p48225,-0.0026,-0.0725,-0.053,-0.0461,0,0
p48227,0.0033,-0.0187,-0.0212,-0.0196,0,0
p48229,0.0117,0.0165,0.0001,0.0002,0,0
p48231,0.0053,-0.0343,-0.0296,-0.0266,0,0
p48233,0.0019,-0.0104,-0.016,-0.0161,0,0
p48235,0.0039,-0.0271,-0.0263,-0.0237,0,0
p48237,-0.0001,-0.0358,-0.0313,-0.0296,0,0
p48239,-0.0063,-0.0854,-0.061,-0.0526,0,0
p48241,-0.0002,-0.0714,-0.0526,-0.0455,0,0
p48243,0.007,-0.0011,-0.0108,-0.0096,0,0
p48245,-0.0054,-0.0849,-0.0608,-0.0524,0,0
p48247,0.0019,-0.0525,-0.0408,-0.036,0,0
p48249,0,-0.0597,-0.0453,-0.0396,0,0
p48251,0.001,-0.0448,-0.0364,-0.0329,0,0
p48253,0.0023,-0.0296,-0.0276,-0.0257,0,0
p48255,-0.0022,-0.0684,-0.0505,-0.0441,0,0
p48257,0.0041,-0.0404,-0.0333,-0.0295,0,0
p48259,0.0001,-0.0565,-0.0433,-0.0381,0,0
p48261,0.0004,-0.0623,-0.0474,-0.0414,0,0
p48263,0.0018,-0.023,-0.0235,-0.0222,0,0
p48265,0.0016,-0.0488,-0.0388,-0.0344,0,0
p48267,0.0025,-0.0434,-0.0355,-0.0317,0,0
p48269,0.0006,-0.0258,-0.0253,-0.0242,0,0
p48271,0.0025,-0.0432,-0.0361,-0.0319,0,0
p48273,-0.0002,-0.0629,-0.0475,-0.0417,0,0
p48275,-0.0002,-0.0291,-0.0274,-0.0264,0,0
p48277,0.0071,-0.0293,-0.0268,-0.0239,0,0
p48279,0.0045,-0.0058,-0.0133,-0.0131,0,0
p48281,0.0004,-0.0527,-0.0411,-0.0366,0,0
p48283,0.0012,-0.0537,-0.0416,-0.0367,0,0
p48285,-0.0056,-0.0824,-0.0592,-0.0513,0,0
p48287,-0.0048,-0.0789,-0.0571,-0.0494,0,0
p48289,-0.003,-0.0726,-0.0531,-0.0463,0,0
p48291,-0.0082,-0.0941,-0.0664,-0.057,0,0
p48293,0.0001,-0.0593,-0.0448,-0.0391,0,0
p48295,-0.0006,-0.0165,-0.0198,-0.02,0,0
p48297,-0.0009,-0.0631,-0.0473,-0.0413,0,0
p48299,0.0006,-0.0522,-0.0409,-0.0361,0,0
p48301,0.0067,-0.0065,-0.015,-0.0133,0,0
p48303,0.0045,-0.0136,-0.0181,-0.0171,0,0
p48305,0.0043,-0.0156,-0.0193,-0.0182,0,0
p48307,0.0021,-0.0427,-0.0352,-0.0316,0,0
p48309,-0.0004,-0.0573,-0.044,-0.0386,0,0
p48311,0,-0.0588,-0.0447,-0.0392,0,0
p48313,-0.005,-0.0807,-0.058,-0.0502,0,0
p48315,0.01,-0.0372,-0.0319,-0.0271,0,0
p48317,0.0044,-0.0151,-0.0192,-0.0176,0,0
p48319,0.0017,-0.0467,-0.0376,-0.0336,0,0
p48321,-0.0072,-0.0899,-0.0639,-0.055,0,0
p48323,0.0021,-0.0447,-0.0373,-0.0328,0,0
p48325,0.0008,-0.0534,-0.0416,-0.0366,0,0
p48327,0.0028,-0.0406,-0.0339,-0.0304,0,0
p48329,0.0044,-0.0155,-0.0194,-0.0177,0,0
p48331,-0.0032,-0.0722,-0.0527,-0.0461,0,0
p48333,0.0011,-0.0467,-0.0376,-0.0336,0,0
p48335,0.0027,-0.024,-0.0241,-0.0223,0,0
p48337,-0.0006,-0.0348,-0.0308,-0.0294,0,0
p48339,-0.0086,-0.095,-0.0668,-0.0575,0,0
p48341,0.0034,-0.0066,-0.0138,-0.0141,0,0
p48343,0.011,-0.0305,-0.0275,-0.0235,0,0
p48345,0.001,-0.022,-0.0228,-0.0219,0,0
p48347,0.0014,-0.0604,-0.0458,-0.0399,0,0
p48349,0.0024,-0.049,-0.0385,-0.0338,0,0
p48351,0.0016,-0.0659,-0.0492,-0.0426,0,0
p48353,0.0036,-0.0276,-0.0264,-0.0244,0,0
p48355,-0.0009,-0.0653,-0.0489,-0.0426,0,0
p48357,0.0004,-0.0132,-0.0177,-0.0179,0,0
p48359,0.0049,0.0005,-0.0097,-0.0102,0,0
p48361,-0.003,-0.0781,-0.0567,-0.0489,0,0
p48363,0.0008,-0.0386,-0.0327,-0.0303,0,0
p48365,0.0057,-0.0488,-0.0386,-0.0337,0,0
p48367,0.0009,-0.0401,-0.0336,-0.031,0,0
p48369,0.0059,0,-0.01,-0.0101,0,0
p48371,0.0042,-0.017,-0.0209,-0.0186,0,0
p48373,-0.005,-0.0822,-0.0591,-0.051,0,0
p48375,0.0033,-0.0076,-0.0145,-0.0146,0,0
p48377,0.0085,0.0013,-0.009,-0.0078,0,0
p48379,0.006,-0.0364,-0.031,-0.0272,0,0
p48381,0.0031,-0.0111,-0.0165,-0.0162,0,0
p48383,0.0032,-0.0209,-0.0224,-0.0203,0,0
p48385,0.0024,-0.0454,-0.0368,-0.0327,0,0
p48387,0.0105,-0.0275,-0.0258,-0.0221,0,0
p48389,0.0061,-0.0075,-0.0154,-0.0137,0,0
p48391,-0.0031,-0.0738,-0.0542,-0.0471,0,0
p48393,0.0006,-0.0143,-0.0184,-0.0186,0,0
p48395,-0.0038,-0.0745,-0.0544,-0.0473,0,0
p48397,0.004,-0.037,-0.031,-0.028,0,0
p48399,0.003,-0.0326,-0.0295,-0.0268,0,0
p48401,0.0037,-0.0524,-0.0408,-0.0358,0,0
p48403,0.0041,-0.0594,-0.0453,-0.0394,0,0
p48405,0.0024,-0.061,-0.0459,-0.0402,0,0
p48407,-0.0071,-0.0897,-0.0636,-0.0548,0,0
p48409,-0.0016,-0.0679,-0.0504,-0.0439,0,0
p48411,0.0013,-0.0474,-0.038,-0.0338,0,0
p48413,0.0038,-0.0332,-0.0298,-0.0268,0,0
p48415,0.0023,-0.0235,-0.0237,-0.0222,0,0
p48417,0.0017,-0.0323,-0.0292,-0.0273,0,0
p48419,0.0044,-0.0538,-0.0418,-0.0363,0,0
p48421,0.0014,-0.0062,-0.0131,-0.0139,0,0
p48423,0.0052,-0.0446,-0.0361,-0.0314,0,0
p48425,0.001,-0.0445,-0.0362,-0.0327,0,0
p48427,0.0024,-0.05,-0.0394,-0.0348,0,0
p48429,0.0011,-0.0355,-0.0311,-0.0289,0,0
p48431,0.0033,-0.0236,-0.024,-0.022,0,0
p48433,0.001,-0.0267,-0.0259,-0.0244,0,0
p48435,0.0035,-0.0361,-0.0317,-0.0282,0,0
p48437,0.0036,-0.0135,-0.0179,-0.0173,0,0
p48439,0.0016,-0.0402,-0.0335,-0.0307,0,0
p48441,0.0028,-0.0312,-0.0286,-0.0263,0,0
p48443,0.0048,-0.025,-0.026,-0.023,0,0
p48445,0.0049,-0.0125,-0.0186,-0.0169,0,0
p48447,0.0003,-0.0321,-0.0292,-0.0276,0,0
p48449,0.0104,-0.0301,-0.0272,-0.0232,0,0
p48451,0.004,-0.0314,-0.0287,-0.0259,0,0
p48453,-0.002,-0.0662,-0.0493,-0.0431,0,0
p48455,-0.0036,-0.077,-0.0558,-0.0483,0,0
p48457,-0.0026,-0.0771,-0.0559,-0.0485,0,0
p48459,0.0087,-0.0359,-0.0306,-0.0262,0,0
p48461,0.0043,-0.0164,-0.0198,-0.018,0,0
p48463,0.0023,-0.0473,-0.0378,-0.0336,0,0
p48465,0.0034,-0.0346,-0.0315,-0.0278,0,0
p48467,0.005,-0.0406,-0.0334,-0.0294,0,0
p48469,-0.0046,-0.0791,-0.0573,-0.0496,0,0
p48471,-0.0064,-0.0866,-0.0619,-0.0533,0,0
p48473,-0.0089,-0.0955,-0.0671,-0.0578,0,0
p48475,0.0051,-0.0124,-0.0183,-0.0164,0,0
p48477,-0.0073,-0.0892,-0.0633,-0.0546,0,0
p48479,0.0018,-0.0506,-0.04,-0.0352,0,0
p48481,-0.0079,-0.0922,-0.0652,-0.0561,0,0
p48483,-0.001,-0.0214,-0.0227,-0.0227,0,0
p48485,-0.003,-0.035,-0.0309,-0.0301,0,0
p48487,-0.0023,-0.0325,-0.0295,-0.0286,0,0
p48489,0.0006,-0.0609,-0.0465,-0.0405,0,0
p48491,-0.0021,-0.066,-0.0492,-0.043,0,0
p48493,-0.0016,-0.0654,-0.0491,-0.0424,0,0
p48495,0.0056,-0.0109,-0.0175,-0.0157,0,0
p48497,0.0003,-0.0373,-0.0321,-0.0303,0,0
p48499,0.0072,-0.0364,-0.031,-0.027,0,0
p48501,0.0064,-0.0074,-0.0153,-0.0142,0,0
p48503,0.0004,-0.0341,-0.0304,-0.0286,0,0
p48505,0.0021,-0.0497,-0.0394,-0.0346,0,0
p48507,0.0022,-0.0478,-0.0383,-0.0338,0,0
p49001,0.0463,0.1074,0.0638,0.058,0,0
p49003,0.0281,0.0178,0.0025,0.0015,0,0
p49005,0.0262,0.0048,-0.0062,-0.0065,0,0
p49007,0.0229,0.0116,-0.0013,-0.0019,0,0
p49009,0.0168,0.0048,-0.005,-0.0052,0,0
p49011,0.0297,0.0009,-0.0093,-0.0094,0,0
p49013,0.0238,0.0067,-0.0047,-0.0051,0,0
p49015,0.0237,0.025,0.0078,0.0066,0,0
p49017,0.0327,0.0691,0.0379,0.0343,0,0
p49019,0.016,0.0166,0.0026,0.0017,0,0
p49021,0.0506,0.1265,0.077,0.0703,0,0
p49023,0.0323,0.0341,0.0134,0.0117,0,0
p49025,0.0387,0.0954,0.056,0.0509,0,0
p49027,0.0382,0.0695,0.0376,0.0341,0,0
p49029,0.0292,0.001,-0.0093,-0.0093,0,0
p49031,0.0324,0.0587,0.0306,0.0279,0,0
p49033,0.0257,0.0042,-0.0066,-0.0069,0,0
p49035,0.03,0.0001,-0.01,-0.01,0,0
p49037,0.0225,0.0454,0.0213,0.0191,0,0
p49039,0.0281,0.0216,0.0051,0.0041,0,0
p49041,0.0291,0.0403,0.018,0.0161,0,0
p49043,0.0272,0.0025,-0.0079,-0.0081,0,0
p49045,0.0316,0.0236,0.0062,0.005,0,0
p49047,0.0165,0.0082,-0.0029,-0.0033,0,0
p49049,0.0286,0.0048,-0.0065,-0.0066,0,0
p49051,0.0279,0.0036,-0.0073,-0.0074,0,0
p49053,0.057,0.1503,0.0938,0.0855,0,0
p49055,0.0262,0.0432,0.02,0.018,0,0
p49057,0.0288,0.0018,-0.0085,-0.0088,0,0
p50001,0.0688,0.0973,0.0483,0.0456,0,0
p50003,0.0506,0.159,0.0988,0.0868,0,0
p50005,0.0575,0.1036,0.0557,0.0508,0,0
p50007,0.0785,0.0908,0.0409,0.0405,0,0
p50009,0.0514,0.1069,0.0594,0.0538,0,0
p50011,0.0716,0.094,0.0453,0.0436,0,0
p50013,0.076,0.0923,0.0427,0.0418,0,0
p50015,0.0709,0.0942,0.0456,0.0437,0,0
p50017,0.0558,0.1104,0.0612,0.0551,0,0
p50019,0.0603,0.0976,0.0506,0.0469,0,0
p50021,0.0534,0.1167,0.0667,0.0593,0,0
p50023,0.0676,0.0959,0.0476,0.0449,0,0
p50025,0.0484,0.156,0.0971,0.0849,0,0
p50027,0.0515,0.124,0.0725,0.064,0,0
p51001,0.0215,0.1225,0.0823,0.0738,0,0
p51003,0.0085,0.0364,0.0204,0.0171,0,0
p51005,0.001,-0.0011,-0.0112,-0.0117,0,0
p51007,0.0086,0.0393,0.022,0.019,0,0
p51009,0.0038,0.0123,-0.0008,-0.0018,0,0
p51011,0.0049,0.0183,0.0043,0.003,0,0
p51013,0.01,0.03,0.019,0.015,0,0
p51015,0.0064,0.028,0.013,0.0108,0,0
p51017,0.0026,0.01,-0.0017,-0.0024,0,0
p51019,0.0009,-0.0037,-0.0144,-0.0146,0,0
p51021,0.0011,-0.0001,-0.009,-0.0081,0,0
p51023,0.0004,-0.0065,-0.0166,-0.0169,0,0
p51025,0.0083,0.0386,0.0215,0.019,0,0
p51027,0.0032,0.0041,-0.004,-0.0022,0,0
p51029,0.0069,0.0293,0.0141,0.0116,0,0
p51031,0.0029,0.0071,-0.005,-0.0057,0,0
p51033,0.0112,0.0483,0.0307,0.0262,0,0
p51035,0.0023,-0.0057,-0.0134,-0.0121,0,0
p51036,0.011,0.0548,0.0348,0.0304,0,0
p51037,0.0051,0.0188,0.0053,0.0042,0,0
p51041,0.0101,0.0471,0.0288,0.025,0,0
p51043,0.011,0.0465,0.0295,0.0245,0,0
p51045,0,-0.0063,-0.0165,-0.0165,0,0
p51047,0.011,0.0436,0.0276,0.0229,0,0
p51049,0.0082,0.036,0.0197,0.0167,0,0
p51051,0.0044,0.0021,-0.005,-0.0034,0,0
p51053,0.0095,0.0453,0.0269,0.0235,0,0
p51057,0.014,0.0643,0.0423,0.0367,0,0
p51059,0.01,0.031,0.0196,0.0159,0,0
p51061,0.011,0.0416,0.0263,0.0218,0,0
p51063,0.001,-0.0073,-0.0167,-0.0161,0,0
p51065,0.0088,0.0388,0.0222,0.019,0,0
p51067,0.0006,-0.0075,-0.0174,-0.0173,0,0
p51069,0.0112,0.0496,0.0313,0.0266,0,0
p51071,0.001,-0.003,-0.0123,-0.012,0,0
p51073,0.0188,0.0968,0.064,0.0568,0,0
p51075,0.0098,0.0433,0.0258,0.0223,0,0
p51077,0.003,-0.0044,-0.0117,-0.0091,0,0
p51079,0.0097,0.0407,0.0243,0.0207,0,0
p51081,0.0093,0.0443,0.0263,0.0231,0,0
p51083,0.0045,0.0075,-0.0036,-0.0037,0,0
p51085,0.0108,0.0478,0.03,0.026,0,0
p51087,0.011,0.0498,0.0313,0.0273,0,0
p51089,0.002,-0.005,-0.0147,-0.0138,0,0
p51091,0.0053,0.024,0.01,0.0082,0,0
p51093,0.012,0.0613,0.0393,0.0347,0,0
p51095,0.0125,0.062,0.04,0.0353,0,0
p51097,0.0158,0.0767,0.0503,0.0443,0,0
p51099,0.0118,0.0458,0.0295,0.0248,0,0
p51101,0.0128,0.06,0.0392,0.034,0,0
p51103,0.018,0.092,0.0608,0.054,0,0
p51105,0.0076,-0.0027,-0.0093,-0.0067,0,0
p51107,0.0113,0.043,0.0275,0.0225,0,0
p51109,0.0101,0.0435,0.0267,0.0227,0,0
p51111,0.0071,0.0318,0.0159,0.0139,0,0
p51113,0.0104,0.0444,0.0274,0.0228,0,0
p51115,0.0195,0.1035,0.0685,0.061,0,0
p51117,0.0066,0.0208,0.0074,0.0066,0,0
p51119,0.018,0.0928,0.0613,0.0543,0,0
p51121,0.0003,-0.0068,-0.0166,-0.0161,0,0
p51125,0.0059,0.025,0.01,0.0083,0,0
p51127,0.0118,0.0574,0.037,0.0322,0,0
p51131,0.0216,0.116,0.0775,0.0694,0,0
p51133,0.017,0.0884,0.0586,0.0519,0,0
p51135,0.0082,0.037,0.02,0.0176,0,0
p51137,0.0107,0.0438,0.0272,0.0228,0,0
p51139,0.0103,0.0449,0.0274,0.0231,0,0
p51141,0.0018,-0.0069,-0.0152,-0.014,0,0
p51143,0.0026,-0.0011,-0.0114,-0.011,0,0
p51145,0.0094,0.0432,0.0256,0.022,0,0
p51147,0.0065,0.0282,0.0128,0.0108,0,0
p51149,0.0108,0.0526,0.033,0.029,0,0
p51153,0.0109,0.036,0.0231,0.0187,0,0
p51155,0.0012,-0.0044,-0.0136,-0.0128,0,0
p51157,0.011,0.0452,0.0282,0.0236,0,0
p51159,0.016,0.0763,0.05,0.044,0,0
p51161,0,-0.0096,-0.0196,-0.0196,0,0
p51163,0.0029,0.0085,-0.0038,-0.0045,0,0
p51165,0.0089,0.0401,0.0232,0.0198,0,0
p51167,0.0039,0.0001,-0.0074,-0.0051,0,0
p51169,0.0056,-0.0025,-0.0091,-0.0066,0,0
p51171,0.0107,0.0475,0.0294,0.0247,0,0
p51173,0.0023,-0.0001,-0.0079,-0.0061,0,0
p51175,0.0104,0.0523,0.0322,0.0286,0,0
p51177,0.011,0.0444,0.0283,0.0235,0,0
p51179,0.011,0.0397,0.0253,0.0207,0,0
p51181,0.0113,0.0578,0.0365,0.0325,0,0
p51183,0.0104,0.0511,0.0316,0.028,0,0
p51185,0.0018,0.0021,-0.0059,-0.0048,0,0
p51187,0.011,0.0462,0.0292,0.0246,0,0
p51191,0.0045,-0.003,-0.0097,-0.0069,0,0
p51193,0.0138,0.0633,0.0413,0.0358,0,0
p51195,0.0053,0,-0.0071,-0.0051,0,0
p51197,0.0015,-0.0021,-0.0104,-0.0093,0,0
p51199,0.017,0.0875,0.0575,0.0515,0,0
p51510,0.01,0.031,0.0196,0.0159,0,0
p51520,0.0045,-0.003,-0.0097,-0.0069,0,0
p51530,0.0029,0.0085,-0.0038,-0.0045,0,0
p51540,0.0085,0.0364,0.0204,0.0171,0,0
p51550,0.0141,0.0741,0.0486,0.0436,0,0
p51570,0.0101,0.0471,0.0288,0.025,0,0
p51580,0.001,-0.0011,-0.0112,-0.0117,0,0
p51590,0.004,0,-0.01,-0.009,0,0
p51595,0.0093,0.0443,0.0263,0.0231,0,0
p51600,0.01,0.031,0.0196,0.0159,0,0
p51610,0.01,0.031,0.0196,0.0159,0,0
p51620,0.0104,0.0523,0.0322,0.0286,0,0
p51630,0.011,0.0397,0.0253,0.0207,0,0
p51640,0.0023,-0.0057,-0.0134,-0.0121,0,0
p51650,0.015,0.079,0.052,0.046,0,0
p51660,0.0089,0.0401,0.0232,0.0198,0,0
p51670,0.0101,0.0471,0.0288,0.025,0,0
p51678,0.0029,0.0085,-0.0038,-0.0045,0,0
p51680,0.0029,0.0071,-0.005,-0.0057,0,0
p51683,0.0109,0.036,0.0231,0.0187,0,0
p51685,0.0109,0.036,0.0231,0.0187,0,0
p51690,0.002,-0.005,-0.0147,-0.0138,0,0
p51700,0.0143,0.0747,0.049,0.0437,0,0
p51710,0.015,0.0797,0.0527,0.047,0,0
p51720,0.0053,0,-0.0071,-0.0051,0,0
p51730,0.01,0.05,0.031,0.027,0,0
p51735,0.02,0.107,0.071,0.063,0,0
p51740,0.015,0.078,0.051,0.046,0,0
p51750,0.0012,-0.0044,-0.0136,-0.0128,0,0
p51760,0.011,0.049,0.031,0.027,0,0
p51770,0,-0.0096,-0.0196,-0.0196,0,0
p51775,0,-0.0096,-0.0196,-0.0196,0,0
p51790,0.0064,0.028,0.013,0.0108,0,0
p51800,0.0118,0.0609,0.0388,0.0346,0,0
p51810,0.018,0.0945,0.0623,0.056,0,0
p51820,0.0064,0.028,0.013,0.0108,0,0
p51830,0.0125,0.062,0.04,0.0353,0,0
p51840,0.0112,0.0496,0.0313,0.0266,0,0
p53001,0.0365,0.0889,0.0556,0.0471,0,0
p53003,0.0336,0.0803,0.0488,0.0419,0,0
p53005,0.048,0.1213,0.0813,0.0751,0,0
p53007,0.0634,0.1642,0.1196,0.1113,0,0
p53009,0.0721,0.1903,0.141,0.1326,0,0
p53011,0.0602,0.1513,0.1015,0.1008,0,0
p53013,0.0359,0.087,0.0539,0.0469,0,0
p53015,0.0622,0.1587,0.109,0.1067,0,0
p53017,0.0491,0.1243,0.0853,0.0773,0,0
p53019,0.0368,0.0902,0.0568,0.0482,0,0
p53021,0.042,0.1041,0.0679,0.0607,0,0
p53023,0.034,0.0814,0.0496,0.0418,0,0
p53025,0.0459,0.1153,0.0775,0.0697,0,0
p53027,0.0707,0.1859,0.1363,0.1289,0,0
p53029,0.077,0.2021,0.1526,0.1431,0,0
p53031,0.0742,0.1954,0.1459,0.1371,0,0
p53033,0.0772,0.2022,0.1529,0.1434,0,0
p53035,0.0792,0.2079,0.1581,0.1482,0,0
p53037,0.0636,0.1644,0.1192,0.1115,0,0
p53039,0.0578,0.1481,0.1016,0.0975,0,0
p53041,0.0671,0.1743,0.125,0.1195,0,0
p53043,0.0339,0.0813,0.0494,0.0402,0,0
p53045,0.0757,0.1989,0.1492,0.1403,0,0
p53047,0.0497,0.1265,0.0875,0.0793,0,0
p53049,0.0658,0.1713,0.1216,0.1166,0,0
p53051,0.0318,0.0758,0.0453,0.0365,0,0
p53053,0.0748,0.1957,0.1464,0.1377,0,0
p53055,0.073,0.1927,0.1438,0.135,0,0
p53057,0.0713,0.1864,0.1389,0.1299,0,0
p53059,0.0617,0.1575,0.1081,0.1056,0,0
p53061,0.0749,0.196,0.1475,0.1382,0,0
p53063,0.0301,0.0708,0.0407,0.0308,0,0
p53065,0.0328,0.0783,0.0472,0.0381,0,0
p53067,0.0729,0.1905,0.1409,0.1332,0,0
p53069,0.0636,0.1634,0.1138,0.1104,0,0
p53071,0.0393,0.0968,0.0618,0.055,0,0
p53073,0.0674,0.1759,0.1298,0.1212,0,0
p53075,0.0324,0.0771,0.0459,0.0371,0,0
p53077,0.0597,0.1535,0.1083,0.1023,0,0
p54001,0.0061,0.0354,0.0197,0.0169,0,0
p54003,0.0123,0.0546,0.0347,0.0294,0,0
p54005,0.0002,0.0168,0.0073,0.0073,0,0
p54007,0.0012,0.015,0.005,0.0047,0,0
p54009,0.006,0.032,0.018,0.0147,0,0
p54011,0.001,0.016,0.0068,0.0068,0,0
p54013,0.0013,0.0163,0.0067,0.0063,0,0
p54015,0.0006,0.0164,0.0066,0.0066,0,0
p54017,0.0028,0.0222,0.0105,0.0092,0,0
